seccion,grupo,ruta,ruta_color,alias,origen,destino,empresa,estado_de_la_ruta
anterior,Rutas 8800,8804,#BDBD92,,Villa María del Triunfo,Pachacámac,Transportes Inversiones Multiplicando Esperanzas S.A.C. (TRANSPIMESAC),Activa
anterior,Rutas 8800,8890,#C98B44,,Villa María del Triunfo,Pachacámac,Transportes e Inversiones Las Nuevas Esperanzas S.A. (TINESA),Activa
anterior,Rutas 8800,8891,#2A7035,,Pachacámac,Lurín,Consorcio Villa Express S.A.,Inactiva
anterior,Rutas 8800,8892,#FF00B3,,Villa María del Triunfo,Villa El Salvador,Empresa de Transportes Tablada S.A. (EMTRATASA),Activa
anterior,Rutas 8800,8893,#FFFFF1,,Villa María del Triunfo,Villa María del Triunfo,Rutas En Zonas No Atendidas (REZNA),Inactiva
anterior,Rutas 8800,8894,#FFF1FF,,Villa El Salvador,Villa El Salvador,Rutas En Zonas No Atendidas (REZNA),Inactiva
anterior,Rutas 8900,8901,#FF0505,,Pachacámac,Callao,Empresa de Servicios Múltiples Nuevo Perú S.A.,Inactiva
anterior,Rutas 8900,8902,#05C5FF,,Pachacámac,La Punta,Empresa de Servicios Múltiples Los Laureles de Manchay S.A.C.,Inactiva
anterior,Rutas 8900,8903,#060B85,,Pachacámac,La Punta,Empresa de Transporte Castro Fuentes S.A. (KEJVIDSA),Inactiva
anterior,Rutas 9300,9301,#570B0B,,Callao,San Juan de Lurigancho,Empresa de Transportes Progreso S.A. (ETPSA),Inactiva
anterior,Rutas 9300,9302,#FF1303,,Callao,San Juan de Lurigancho,Empresa de Transportes Nuevo San Juan S.A.,Inactiva
anterior,Rutas 9300,9303,#610000,,Callao,San Juan de Lurigancho,Empresa Business Corporation Milenium S.A.C.,Activa
anterior,Rutas 9300,9304,#E60026,,Callao,San Juan de Lurigancho,Cooperativa de Transportes Huáscar 87 Ltda.,Inactiva
anterior,Rutas 9300,9305,#FFFEED,,Ventanilla,El Agustino,Empresa de Transportes de Servicio Urbano 26 de Mayo S.A.,Activa
anterior,Rutas 9300,9306 / TVE26,#FF6F00,,Callao,San Juan de Lurigancho,Empresa de Transportes Las Flores S.A.,Activa
anterior,Rutas 9300,9307,#0600C9,,Ventanilla,San Juan de Lurigancho,Inversiones y Servicios Múltiples La Nueva Estrella S.A.C. / Corporación Las Estrellas S.A.C. ​,Activa
anterior,Rutas 9400,9401,#4FA500,,Ventanilla,Huaycán,Inversiones y Representaciones Polo S.A.C. (IRPSAC),Activa
anterior,Rutas 9400,9402,#059400,,Mi Perú,Lurigancho/Chosica,Cooperativa de Servicios Especiales Transportes Sol y Mar Ltda.,Inactiva
anterior,Rutas 9400,9403,#D3FF21,,Callao,Lurigancho/Chosica,Empresa de Transportes 102 S.A.,Inactiva
anterior,Rutas 9400,9404,#059600,,Mi Perú,Lurigancho/Chosica,Cooperativa de Servicios Especiales Transportes Sol y Mar Ltda.,Inactiva
anterior,Rutas 9400,9405,#FF540A,,Callao,Ate,Empresa de Transportes Federico Villareal S.A. (ETFVSA),Activa
anterior,Rutas 9500,9501,#20BA2F,,Callao,Lima,Empresa de Transportes Once de Noviembre S.A. (EMPTONSA),Inactiva
anterior,Rutas 9500,9502,#F20C0C,,Bellavista,Lima,Empresa de Transportes y Servicios Pacific International S.A. (ETRASERPISA),Inactiva
anterior,Rutas 9500,9503,#20BA2F,,Carmen de la Legua,Lima,Empresa de Transportes Once de Noviembre S.A. (EMPTONSA),Activa
anterior,Rutas 9500,9504,#0022FF,,Callao,Lima,Empresa de Transportes San Miguel N°2 S.A.,Inactiva
anterior,Rutas 9500,9505,#059400,,Mi Perú,San Miguel,Cooperativa de Servicios Especiales Transportes Sol y Mar Ltda.,Inactiva
anterior,Rutas 9600,9601,#0ABF16,,Ventanilla,La Victoria,Empresa de Transportes y Servicios Virgen de La Puerta S.A. (VIPUSA),Activa
anterior,Rutas 9600,9602,#0CA106,,Ventanilla,Lince,Empresa de Transportes y Servicios Virgen de La Puerta S.A. (VIPUSA),Activa
anterior,Rutas 9600,9603,#FFFFFF,,Ruta no licitada.,,,
anterior,Rutas 9600,9604,#E60026,,Callao,La Victoria,Cooperativa de Transportes Huáscar 87 Ltda.,Inactiva
anterior,Rutas 9600,9605,#004F08,,Callao,La Victoria,Empresa de Transporte y Servicios Múltiples Satélite S.A. (ETRASEMUSSA),Activa
anterior,Rutas 9800,9801,#F5A200,,Ventanilla,Villa El Salvador,Empresa de Transportes 41 S.A.,Activa
anterior,Rutas 9800,9802,#841FD1,,Callao,Villa María del Triunfo,Inversiones Empresa de Transportes Los Milagros del Señor de Pachacamilla S.A. (ETMISPSA),Activa
anterior,Rutas 9800,9803,#FF0000,,Callao,Villa María del Triunfo,Empresa de Transportes Unidos Chama S.A.,Inactiva
anterior,Rutas 9900,9901,#FF38FF,,Callao,Callao,Sociedad de Transportistas Independientes S.A. (SOTISA),Inactiva
anterior,Rutas CRxx,CR02,#1932B0,,Callao,Santiago de Surco,Empresa de Transportes Miraflores Monterrico S.A. (ETMIMSA),Activa
anterior,Rutas CRxx,CR04,#8D17E8,,La Punta,Lima,Empresa de Transportes Señor del Mar S.A. (ETSMARSA),Activa
anterior,Rutas CRxx,CR05,#FFE605,,Callao,Lima,Empresa de Transportes Multiservicios Ovni S.A. (ETMOSA),Activa
anterior,Rutas CRxx,CR07,#3189CC,,Callao,La Perla,Empresa de Transportes y Servicios La Estrella S.A.C. (ETSESAC),Activa
anterior,Rutas CRxx,CR09,#BDBDBD,,Callao,Lima,Empresa de Transportes Mariscal Ramón Castilla S.A.,Activa
anterior,Rutas CRxx,CR10,#8C6043,,Callao,Lima,Consorcio Nueva Unión S.A.,Activa
anterior,Rutas CRxx,CR12,#DF2222,,Carabayllo,La Victoria,Empresa de Transportes y Servicios San Antonio S.A.,Activa
anterior,Rutas CRxx,CR13,#0D06C4,,San Martín de Porres,San Miguel,Empresa Modelo de Transporte Latinoamérica S.A.,Activa
anterior,Rutas CRxx,CR14,#D43434,,Callao,Santiago de Surco,Transportes Hogar Tours S.A.C.,Activa
anterior,Rutas CRxx,CR15,#690000,,Carabayllo,San Miguel,Empresa de Transportes y Servicios San Antonio S.A.,Activa
anterior,Rutas CRxx,CR16,#94E347,,Ventanilla,San Miguel,Empresa de Transportes San José S.A. (ETRASAJSA),Activa
anterior,Rutas CRxx,CR17,#F7FF0F,,Carabayllo,Carabayllo,Multiservicios e Inversiones Chimpum Callao S.A.,Activa
anterior,Rutas CRxx,CR19,#00FF99,,Ventanilla,Santiago de Surco,Grupo Lima Express S.A.C.,Activa
anterior,Rutas CRxx,CR20,#2E00F5,,Callao,Villa María del Triunfo,Grupo Salamanca Express S.A.C.,Activa
anterior,Rutas CRxx,CR21,#DFFF12,,Callao,Lima,Empresa de Transportes Ijecorpjyl S.A.,Inactiva
anterior,Rutas CRxx,CR22,#E81C1C,,Callao,Lima,Empresa de Transportes Toro S.R.L.,Inactiva
anterior,Rutas CRxx,CR23,#FFCC26,,Callao,Lima,Empresa de Transportes y Servicios Múltiples San Martín de Porres S.A.C. (ETSAMPSAC),Inactiva
anterior,Rutas CRxx,CR24,#000E8C,,Ventanilla,Ate,Empresa de Transportes Servicio y Comercialización Expreso Santa Anita S.A.,Activa
anterior,Rutas CRxx,CR25,#39601B,,Callao,Ate,Empresa de Transportes y Servicios El Álamo de Santa Rosa S.A.,Activa
anterior,Rutas CRxx,CR27,#391170,,Comas,Pueblo Libre,Consorcio Grupo Uvita S.A.C.,Activa
anterior,Rutas CRxx,CR28,#050087,,Callao,Callao,Empresa de Transportes Rosario de Santa María S.A.C. (ETROSMASAC),Activa
anterior,Rutas CRxx,CR30,#A322BD,,Callao,Lima,Empresa de Transportes y Servicios Milagroso Inmaculado Señor Cautivo de Ayabaca S.A. (ETMISCASA),Activa
anterior,Rutas CRxx,CR31,#BA0707,,Callao,Santiago de Surco,Empresa de Transportes del Fondo Colectivo de Ayuda Mutua S.A. (ETFOCAMSA),Activa
anterior,Rutas CRxx,CR32,#F5D50A,,Ventanilla,Lima,Empresa de Transporte y Servicios Proyecto 7 S.A.,Activa
anterior,Rutas CRxx,CR34,#0E3608,,Ventanilla,Jesús María,Empresa de Servicios y Transportes Inversiones Comas Express S.A. (ESTICOSA),Activa
anterior,Rutas CRxx,CR35,#136919,,Ventanilla,Ventanilla,Empresa de Servicio de Transporte Lima Ventanilla Turismo S.A.C. (LIVENTUR),Activa
anterior,Rutas CRxx,CR37,#FF0000,,La Perla,Ate,Empresa de Transportes y Servicios Múltiples Los Excelentes Unidos S.A. (ETSMEUSA),Activa
anterior,Rutas CRxx,CR38,#FFE642,,Callao,Santiago de Surco,Gruplan S.A.,Activa
anterior,Rutas CRxx,CR39,#FFF019,,Callao,Santiago de Surco,Consorcio Angamos,Activa
anterior,Rutas CRxx,CR40,#38B6FF,,Callao,Lima,Empresa de Transportes y Servicios Conexos Néstor Gambetta S.A.,Activa
anterior,Rutas CRxx,CR41,#136919,,Mi Perú,Lima,Empresa de Servicio de Transporte Lima Ventanilla Turismo S.A.C. (LIVENTUR),Activa
anterior,Rutas CRxx,CR42,#AAFF54,,Independencia,Bellavista,Empresa de Transportes Rápido Correcaminos S.A. (ETRACCSA),Activa
anterior,Rutas CRxx,CR43,#D6CBC1,,Carabayllo,La Victoria,Empresa de Transportes y Servicios Callao S.A. (TRANSCALLAO),Activa
anterior,Rutas CRxx,CR44,#300061,,Callao,Ate,Empresa de Transportes California 2000 S.A.,Activa
anterior,Rutas CRxx,CR45,#EDB313,,La Punta,Lima,Empresa de Transportes San Benito de Palermo S.A. (ETSABEPSA),Activa
anterior,Rutas CRxx,CR46,#FF00A2,,La Punta,Lima,Empresa de Transportes y Servicios Generales Colonial S.A.,Activa
anterior,Rutas CRxx,CR47,#941212,,Callao,Lima,Multiservicios de Buses de Waylluy S.A. (Multibus Way S.A.),Activa
anterior,Rutas CRxx,CR48,#035220,,Callao,Lima,Multiservicios de Buses de Waylluy S.A. (Multibus Way S.A.),Activa
anterior,Rutas CRxx,CR49,#FFE921,,San Martín de Porres,Callao,Empresa de Transportes Multiservicios Ovni S.A. (ETMOSA),Activa
anterior,Rutas CRxx,CR51,#FFD117,,Comas,La Perla,Empresa de Transportes Inversiones y Servicios San Felipe S.A. (ETISSFESA),Activa
anterior,Rutas CRxx,CR52,#EFFF12,,Callao,Lima,Empresa de Transportes 102 S.A.,Activa
anterior,Rutas CRxx,CR53,#FF003C,,La Perla,Independencia,Consorcio 4S,Activa
anterior,Rutas CRxx,CR54,#1111AB,,Callao,Santa Anita,Empresa de Transportes 22 S.R.L.,Activa
anterior,Rutas CRxx,CR56,#AD3A10,,Ventanilla,Lima,Empresa de Transportes Mi Perú Ventanilla S.A. (EPTEVESA),Activa
anterior,Rutas CRxx,CR57,#DFFF12,,Ventanilla,El Agustino,Empresa de Transportes Ijecorpjyl S.A.,Activa
anterior,Rutas CRxx,CR58,#E81C1C,,Ventanilla,Huaycán,Empresa de Transportes Toro S.R.L.,Activa
anterior,Rutas CRxx,CR61,#136919,,Ventanilla,Lima,Empresa de Servicios de Transportes Lima Ventanilla Turismo S.A.C. (LIVENTUR),Activa
anterior,Rutas CRxx,CR62,#400707,,Carabayllo,Carabayllo,Empresa de Transportes San Ignacio de Loyola S.A. (ETRASILSA),Activa
anterior,Rutas CRxx,CR65,#E3BF0B,,Comas,La Perla,Empresa de Transportes Líder S.R.L.,Activa
anterior,Rutas CRxx,CR66,#12C8FF,,Callao,Puente Piedra,Empresa de Transporte de Servicios Rápido Marcos S.A. (ETSEMASA),Activa
anterior,Rutas CRxx,CR69,#100C8F,,Carabayllo,Pueblo Libre,Consorcio Briza,Activa
anterior,Rutas CRxx,CR71,#B00000,,San Martín de Porres,Santiago de Surco,Empresa de Transportes y Servicios Múltiples Grupo Diez S.A.C.,Activa
anterior,Rutas CRxx,CR75,#FF2121,,Callao,Santiago de Surco,Empresa de Transportes y Turismo Star Tours S.A.C.,Activa
anterior,Rutas CRxx,CR78,#FF860D,,Callao,Lima,Grupo Holrex S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas CRxx,CR84,#FF2929,,Callao,Carabayllo,Levi Express de Transportes S.A. (LEVTSA),Activa
anterior,Rutas DAxx,DA01A,#1CFF95,,Ventanilla,San Miguel,Empresa de Transporte de Ayuda Mutua y Servicios Múltiples Arca de Noé S.A. (ETAMANSA),Inactiva
anterior,Rutas ICRxx,ICR01,#20BA2F,,Callao,Lima,Empresa de Transportes Once de Noviembre S.A. (EMTONPSA),Inactiva
anterior,Rutas ICRxx,ICR02A,#F20C0C,,Bellavista,Lima,Empresa de Transportes y Servicios Pacific International S.A. (ETRASERPISA),Inactiva
anterior,Rutas ICRxx,ICR02B,#00EEFF,,Callao,Lima,Empresa de Transportes y Servicios Nuevo Reynoso S.A. (ETYSNURSA),Activa
anterior,Rutas ICRxx,ICR05,#6B6B6B,,Callao,Carabayllo,Empresa de Transportes y Servicios Nueva América S.A. (TRANSNASA),Activa
anterior,Rutas ICRxx,ICR06,#20BA2F,,Carmen de la Legua,Lima,Empresa de Transportes Once de Noviembre S.A. (EMPTONSA),Inactiva
anterior,Rutas ICRxx,ICR10,#E8BC2A,,Callao,Huaycán,Empresa de Transportes y Servicios Múltiples California S.A.C.,Activa
anterior,Rutas ICRxx,ICR14,#FF0A0A,,San Martín de Porres,Santa Anita,Empresa de Transportes y Servicios Múltiples Rey 505 S.A.,Activa
anterior,Rutas ICRxx,ICR15,#0022FF,,Comas,Ventanilla,Empresa de Transportes y Servicios Sagrado Corazón de Collique S.A. (ETSSACOCSA),Activa
anterior,Rutas ICRxx,ICR20,#2E00F5,,Callao,Ate,Consorcio Salamanca S.A.C.,Inactiva
anterior,Rutas ICRxx,ICR34,#0E3608,,Ventanilla,Jesús María,Empresa de Servicios y Transportes Inversiones Comas Express S.A. (ESTICOSA),Inactiva
anterior,Rutas ICRxx,ICR99,#143AB8,,¿?,¿?,Empresa de Transportes Mariscal Ramón Castilla S.A. (ETMRCSA),Inactiva
anterior,Rutas IMxx,IM01,#81FF6E,,La Punta,Carabayllo,Empresa de Transportes Elpa Tours S.A.C.,Inactiva
anterior,Rutas IMxx,IM03,#4FA500,,Ventanilla,Ate,Inversiones y Representaciones Polo S.A.C. (IRPSAC),Inactiva
anterior,Rutas IMxx,IM04,#FF6600,,Callao,Ate,Transportes y Service Canadá S.A.,Activa
anterior,Rutas IMxx,IM06,#7C10E8,,Santa Rosa,Villa María del Triunfo,Empresa e Inversiones Génesis S.A.C.,Activa
anterior,Rutas IMxx,IM08,#FFC1BD,,La Punta,Independencia,Consorcio Haydee Alfaro Montufar S.A.C.,Activa
anterior,Rutas IMxx,IM10,#5C774E,,San Martín de Porres,San Juan de Lurigancho,Empresa de Transportes y Servicios El Pegaso S.A. (ETIPESA),Inactiva
anterior,Rutas IMxx,IM11,#FF9214,,Callao,Ate,Transportes y Service Canadá S.A.,Activa
anterior,Rutas IMxx,IM12,#FF0D0D,,Ventanilla,Lurigancho/Chosica,Empresa de Transportes y Servicios Pacific International S.A. (ETRASERPISA),Activa
anterior,Rutas IMxx,IM13,#FCF8C2,,San Juan de Miraflores,Callao,Empresa de Transporte Rubén Marca S.A. (RUMASA),Inactiva
anterior,Rutas IMxx,IM14,#0ABF16,,Ventanilla,La Victoria,Empresa de Transportes y Servicios Virgen de La Puerta S.A. (VIPUSA),Inactiva
anterior,Rutas IMxx,IM15,#FFFFF1,,Callao,Ate,Empresa de Transportes Servicios y Turismo Eureks S.A.C.,Inactiva
anterior,Rutas IMxx,IM16,#AD9600,,Callao,Lurigancho/Chosica,Empresa de Transporte y Servicios San Cristóbal Palcamayo S.A.,Inactiva
anterior,Rutas IMxx,IM18,#0000FF,,San Martín de Porres,Santiago de Surco,Grupo Express del Perú S.A.C. (GEP) / Consorcio de Transportes Proyecto Las Flores 18 S.A.,Activa
anterior,Rutas IMxx,IM19,#255710,,Ventanilla,Lima,Cooperativa de Servicios Especiales Transportes Sol y Mar Ltda.,Activa
anterior,Rutas IMxx,IM20,#FFFFF1,,Ventanilla,Lima,Servicio Interconectado de Transporte S.A.C. (SIT),Activa
anterior,Rutas IMxx,IM21 ​,#0099FF,,Callao,Jesús María,Translima S.A.,Activa
anterior,Rutas IMxx,IM22,#18A3CD,,San Martín de Porres,Villa El Salvador,Empresa de Transportes Treintitrés S.A. (ETREINSA),Activa
anterior,Rutas IMxx,IM24,#16C4BF,,Callao,Ate,Transportes Pesqueros S.A.,Activa
anterior,Rutas IMxx,IM25,#45FFA2,,San Martín de Porres,Ate,Empresa de Transportes Virgen de La Asunción S.A. (ETVASA),Inactiva
anterior,Rutas IMxx,IM26,#FF0808,,San Martín de Porres,San Juan de Lurigancho,Transportes Huáscar S.A.,Activa
anterior,Rutas IMxx,IM28,#F00202,,Ate,San Martín de Porres,Agrupación de Transportistas en Camionetas S.A. (ATCRSA),Inactiva
anterior,Rutas IMxx,IM29,#FF12FF,,Callao,Ate,Empresa de Transportes Servicios y Turismo Eureks S.A.C.,Activa
anterior,Rutas IMxx,IM30,#FFEE00,,Callao,Huaycán,Empresa de Transportes y Turismo California siglo XXI S.A.C.,Activa
anterior,Rutas IMxx,IM31,#32990C,,Ventanilla,San Miguel,Cooperativa de Servicios Especiales Transportes Sol y Mar Ltda.,Activa
anterior,Rutas IMxx,IM32 ​,#5C774E,,Callao,San Juan de Lurigancho,Empresa de Transportes e Inversiones El Pegaso S.A. (ETIPESA),Inactiva
anterior,Rutas IMxx,IM33,#21917F,,Callao,Ate,Transportes Pesqueros S.A.,Inactiva
anterior,Rutas IMxx,IM34A,#FF0800,,San Martín de Porres,Ate,Empresa de Transportes Diecisiete de Junio S.A. (ETRADIJUSA),Inactiva
anterior,Rutas IMxx,IM34B,#FF872B,,Ancón,Ventanilla,Multiservicios e Inversiones Chimpum Callao S.A.,Activa
anterior,Rutas IMxx,IM35,#0CA106,,Ventanilla,Lince,Empresa de Transportes y Servicios Virgen de La Puerta S.A. (VIPUSA),Inactiva
anterior,Rutas IMxx,IM40,#37880B,,Callao,Ate,Empresa de Transportes Víctor Raúl Haya de La Torre S.A. (ETVRHTSA),Activa
anterior,Rutas IMxx,IM41,#059400,,Mi Perú,Lurigancho/Chosica,Cooperativa de Servicios Especiales Transportes Sol y Mar Ltda.,Inactiva
anterior,Rutas IMxx,IM42,#570B0B,,Callao,San Juan de Lurigancho,Empresa de Transportes Progreso S.A. (ETPSA),Inactiva
anterior,Rutas IMxx,IM43 / TVE35,#CCC456,,Santa Rosa,San Juan de Lurigancho,Transport Group Tigrillo S.A.C.,Activa
anterior,Rutas IMxx,IM44,#0E1EAD,,Callao,Pachacámac,Cooperativa de Transportes Interurbano Corporación S.A.C. (CTI Corporación S.A.C.),Activa
anterior,Rutas IMxx,IM45,#184D14,,Callao,Rímac,Empresa de Transportes Noventa Callao S.A.,Inactiva
anterior,Rutas IMxx,IM47,#8C0B01,,Callao,Callao,Consorcio Briza,Activa
anterior,Rutas IMxx,IM48,#0411BF,,La Perla,San Juan de Lurigancho,Transportes Huáscar S.A.,Inactiva
anterior,Rutas IMxx,IM49,#0D7FBF,,Callao,Cieneguilla,Empresa de Transporte Urbano El Molinero Express S.A. (ETRUMESA),Inactiva
anterior,Rutas IMxx,IM50,#43B587,,Callao,Independencia,Empresa de Transportes y Servicios 117 S.A. (ETSEDISA),Inactiva
anterior,Rutas IMxx,IM51,#E3BE00,,Callao,Ate,Empresa de Transportes Gocarive 19 S.A.,Inactiva
anterior,Rutas IMxx,IM52,#FF1303,,Callao,San Juan de Lurigancho,Empresa de Transporte Nuevo San Juan S.A.,Inactiva
anterior,Rutas IMxx,IM53,#610000,,Callao,San Juan de Lurigancho,Empresa Business Corporation Milenium S.A.C.,Inactiva
anterior,Rutas IMxx,IM54,#FF0000,,Pachacámac,Callao,Empresa de Servicios Múltiples Nuevo Perú S.A.,Inactiva
anterior,Rutas IMxx,IM55,#C2A71F,,Callao,Ate,Empresa de Transportes Unidos Vitarte S.A. (ETUVISA),Activa
anterior,Rutas IMxx,IM56,#FFA60D,,Callao,San Juan de Lurigancho,Starlet Consorcio S.A.,Activa
anterior,Rutas IMxx,IM57,#05DA93,,San Martín de Porres,Ate,Empresa de Transportes Virgen de La Asunción S.A. (ETVASA),Activa
anterior,Rutas IOxx,IO01,#F9FF59,,Callao,Ate,Empresa de Transportes Álamo Express S.A. (ETALEXSA),Inactiva
anterior,Rutas IOxx,IO02,#690000,,Ventanilla,Comas,Empresa de Transportes y Servicios San Antonio S.A.,Inactiva
anterior,Rutas IOxx,IO03,#0AFFF9,,Mi Perú,Chorrillos,HRE Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas IOxx,IO04,#3D5DFF,,Callao,Huaycán,Empresa de Transportes y Turismo California siglo XXI S.A.C.,Activa
anterior,Rutas IOxx,IO05,#2483FF,,Mi Perú,San Juan de Miraflores,Empresa de Transportes Roosevelt S.A.,Inactiva
anterior,Rutas IOxx,IO06,#FF0000,,Mi Perú,Villa María del Triunfo,Holding Real Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas IOxx,IO07,#109E31,,Callao,Chorrillos,Holding Real Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas IOxx,IO09,#7A5334,,San Martín de Porres,Bellavista,Empresa de Transportes y Servicios Rápido Ramón Castilla S.A.,Activa
anterior,Rutas IOxx,IO11,#FFDA73,,Villa María del Triunfo,San Martín de Porres,Empresa de Transportes Vía Bus S.A.C. (ETVIBUSAC),Inactiva
anterior,Rutas IOxx,IO12,#FF216B,,Callao,Santa Anita,Empresa de Transportes Servicios y Turismo Eureks S.A.C.,Activa
anterior,Rutas IOxx,IO13,#B8B097,,Callao,La Molina,Empresa de Transportes Magdalena-San Miguel S.A. (ETRAMSMSA),Inactiva
anterior,Rutas IOxx,IO14,#37FFD7,,Mi Perú,Santiago de Surco,Corporación Avagon S.A.C. / Corporación Aleluya S.A.C.,Activa
anterior,Rutas IOxx,IO15,#0F8A01,,La Punta,Santa Anita,Empresa de Transportes Especial Solidaridad S.A. (EMTESSA),Inactiva
anterior,Rutas IOxx,IO18A,#EB1212,,Callao,Lurigancho/Chosica,Comunicación Integral Turismo e Inversiones Urano Tours S.A.,Inactiva
anterior,Rutas IOxx,IO18B,#121AFF,,Callao,Santa Anita,Empresa de Transportes Servicios y Turismo Eureks S.A.C.,Activa
anterior,Rutas IOxx,IO19,#000880,,Callao,Independencia,Cooperativa de Transportes Corazón de Jesús Ltda. (CTCJ),Activa
anterior,Rutas IOxx,IO20,#009FE3,,Miraflores,Villa María del Triunfo,Translima S.A.,Inactiva
anterior,Rutas IOxx,IO23,#FFFFF1,,Bellavista,Villa El Salvador,Empresa de Transportes Tablada S.A. (EMTRATASA) / Empresa de Transportes Estrella Roja S.A.,Inactiva
anterior,Rutas IOxx,IO27 ​ ​,#FFA32B,,San Martín de Porres,Ate,Holding Real Express (HRE Express S.A.) / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas IOxx,IO28A,#FF0505,,Miraflores,Villa El Salvador,Empresa de Transportes y Servicios Los Ángeles del Perú S.A.C. (ETRAPERSAC) / Consorcio Grupo Orión S.A.,Inactiva
anterior,Rutas IOxx,IO28B,#FF0000,,Ventanilla,Villa María del Triunfo,Holding Real Express S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas IOxx,IO30A,#FF1414,,San Martín de Porres,Lima,Comunicación Integral Turismo e Inversiones Urano Tours S.A.,Inactiva
anterior,Rutas IOxx,IO30B,#FF8A05,,San Martín de Porres,Villa María del Triunfo,Grupo Holrex S.A. / Consorcio Grupo Orión S.A.,Activa
anterior,Rutas IOxx,IO31,#FF1212,,Puente Piedra,San Miguel,Empresa de Transportes Inversiones y Servicios San Felipe S.A. (ETISSFESA),Inactiva
anterior,Rutas IOxx,IO32A,#FFFEED,,Ventanilla,El Agustino,Empresa de Transportes de Servicio Urbano 26 de Mayo S.A.,Inactiva
anterior,Rutas IOxx,IO32B,#05BCFF,,Ventanilla,San Juan de Lurigancho,Empresa de Transportes Servicios y Comercialización Galilea Express S.A.,Activa
anterior,Rutas IOxx,IO33A,#1FA61F,,Puente Piedra,Rímac,Empresa de Transportes y Servicios Santa Rosa de Lima S.A. (ETSRLSA),Inactiva
anterior,Rutas IOxx,IO33B,#FAFAFA,,Puente Piedra,Rímac,Empresa de Transportes y Servicios Múltiples Rosa de Las Américas S.R.L. (ETROASRL),Activa
anterior,Rutas IOxx,IO34,#0700E8,,Ventanilla,San Juan de Lurigancho,Inversiones y Servicios Múltiples La Nueva Estrella S.A.C. / Corporación Las Estrellas S.A.C. ​,Inactiva
anterior,Rutas IOxx,IO35A,#0022FF,,Lima,Callao,Empresa de Transportes San Miguel N°2 S.A.,Inactiva
anterior,Rutas IOxx,IO35B,#CCAD7E,,Carabayllo,San Martín de Porres,Consorcio Briza,Activa
anterior,Rutas IOxx,IO36,#FF1717,,San Martín de Porres,Santiago de Surco,Empresa de Transportes Diecisiete de Junio S.A. (ETRADIJUSA),Inactiva
anterior,Rutas IOxx,IO37A,#FF2929,,San Juan de Lurigancho,Callao,Cooperativa de Transportes San Miguel-Rímac Ltda.,Inactiva
anterior,Rutas IOxx,IO37B,#D117B2,,Ventanilla,San Juan de Lurigancho,Consorcio Roma Internacional S.A.,Activa
anterior,Rutas IOxx,IO38A,#E31010,,Comas,San Martín de Porres,Empresa de Transporte Miguel Grau S.A. (ETMIGRASA),Inactiva
anterior,Rutas IOxx,IO38B,#0011FF,,San Martín de Porres,Los Olivos,Consorcio Briza,Activa
anterior,Rutas IOxx,IO40,#690000,,Los Olivos,San Miguel,Consorcio Briza,Activa
anterior,Rutas IOxx,IO41,#0E1EAD,,Callao,Pachacámac,Cooperativa de Transportes Interurbano Corporación S.A.C. (CTI Corporación S.A.C.),Activa
anterior,Rutas IOxx,IO43,#A88816,,San Martín de Porres,Ate,Empresa de Transportes y Servicios 45 S.A.,Inactiva
anterior,Rutas IOxx,IO44A,#231995,,Carabayllo,Carabayllo,Empresa de Transportes y Servicios Virgen de Guadalupe S.A. (VIGUSA),Inactiva
anterior,Rutas IOxx,IO44B,#032DFF,,Carabayllo,Carabayllo,Empresa de Transportes Vía Bus S.A.C. (ETVIBUSAC),Activa
anterior,Rutas IOxx,IO45,#634941,,Carabayllo,Callao,Consorcio Briza,Activa
anterior,Rutas IOxx,IO46,#CFA71B,,San Martín de Porres,San Juan de Lurigancho,Empresa de Transportes y Servicios 45 S.A.,Inactiva
anterior,Rutas IOxx,IO47,#FFA305,,Ventanilla,Ancón,Inversiones y Servicios Múltiples La Nueva Estrella S.A.C. / Corporación Las Estrellas S.A.C. ​,Activa
anterior,Rutas IOxx,IO49,#B4D45A,,Pachacámac,San Martín de Porres,Empresa de Transportes Unidos de Pasajeros S.A. (ETUPSA),Inactiva
anterior,Rutas IOxx,IO50,#450202,,Callao,Villa El Salvador,Empresa de Transporte Público El Mirador S.A.C. (ETEMSAC) / Empresa de Transportes y Servicios Los Ángeles del Perú S.A.C. (ETRAPERSAC),Inactiva (operativa en un futuro cercano)
anterior,Rutas IOxx,IO51,#0011FF,,Chorrillos,Los Olivos,Servicio Interconectado de Transporte S.A.C. (SIT),Inactiva
anterior,Rutas IOxx,IO52,#DB9F14,,Callao,San Juan de Lurigancho,Transportes Huáscar S.A.,Activa
anterior,Rutas IOxx,IO53,#E8CC15,,Callao,San Juan de Lurigancho,Empresa de Transportes Caña Brava S.A.C.,Inactiva
anterior,Rutas IOxx,IO55,#CF0000,,Santa Rosa,Ate,Expreso Nueva Lima S.A.C.,Activa
